"BehaviorSpace results (NetLogo 6.2.0)"
"TP.nlogo"
"tb1line8"
"11/12/2021 14:45:14:933 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","2","2","3","3","4","4","5","5","6","6","7","7","8","8","9","9","10","10"
"perc_limpadores?","Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",
"nlimpadores","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"depositos","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"transporte","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"energiaAlimento","50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",
"nsuperlimpador","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"energiaInicial","100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",
"super_limpador?","false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",
"alimento","20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",
"ncomiloes","75",,"75",,"75",,"75",,"75",,"75",,"75",,"75",,"75",,"75",
"perc_comiloes?","Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",
"lixo","5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",
"lixotoxico","5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",
"[reporter]","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks"
"[final]","0","7796","0","11476","0","1893","0","9911","0","6712","0","2211","0","9298","0","3807","0","6670","0","6697"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","75","7796","75","11476","75","1893","75","9911","75","6712","75","2211","75","9298","75","3807","75","6670","75","6697"
"[mean]","36.24971142747211","3898","44.36002439661932","5738","28.598732840549104","946.5","33.03016545601292","4955.5","40.86488902130195","3356","32.43128390596745","1105.5","38.33724056350145","4649","32.59348739495798","1903.5","38.374006895517915","3335","33.941027172290234","3348.5"
"[steps]","7796","7796","11476","11476","1893","1893","9911","9911","6712","6712","2211","2211","9298","9298","3807","3807","6670","6670","6697","6697"

"[all run data]","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks"
,"75","0","75","0","75","0","75","0","75","0","75","0","75","0","75","0","75","0","75","0"
,"75","1","75","1","75","1","75","1","75","1","75","1","75","1","75","1","75","1","75","1"
,"75","2","75","2","75","2","75","2","75","2","75","2","75","2","75","2","75","2","75","2"
,"75","3","75","3","75","3","75","3","75","3","75","3","75","3","75","3","75","3","75","3"
,"75","4","75","4","75","4","75","4","75","4","75","4","75","4","75","4","75","4","75","4"
,"75","5","75","5","75","5","75","5","75","5","75","5","75","5","75","5","75","5","75","5"
,"75","6","75","6","75","6","75","6","75","6","75","6","75","6","75","6","75","6","75","6"
,"75","7","75","7","75","7","75","7","75","7","75","7","75","7","75","7","75","7","75","7"
,"75","8","75","8","75","8","75","8","75","8","75","8","75","8","75","8","75","8","75","8"
,"75","9","75","9","75","9","75","9","75","9","75","9","75","9","75","9","75","9","75","9"
,"75","10","75","10","75","10","75","10","75","10","75","10","75","10","75","10","75","10","75","10"
