"BehaviorSpace results (NetLogo 6.2.0)"
"TP.nlogo"
"tb2line9"
"11/12/2021 15:06:01:930 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","2","2","3","3","4","4","5","5","6","6","7","7","8","8","9","9","10","10"
"perc_limpadores?","Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",
"nlimpadores","20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",
"depositos","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"transporte","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"energiaAlimento","50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",,"50",
"nsuperlimpador","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"energiaInicial","100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",
"super_limpador?","false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",,"false",
"alimento","20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",,"20",
"ncomiloes","100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",,"100",
"perc_comiloes?","Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",,"Base",
"lixo","5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",
"lixotoxico","5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",,"5",
"[reporter]","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks"
"[final]","0","12119","0","7834","0","11226","0","17182","0","8924","0","5203","18","25000","0","6505","0","12375","0","5983"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0"
"[max]","100","12119","100","7834","100","11226","100","17182","100","8924","100","5203","100","25000","100","6505","100","12375","100","5983"
"[mean]","44.49240924092409","6059.5","46.2130185067007","3917","35.560434666429146","5613","38.79095617761741","8591","44.816918767507005","4462","38.22463489623367","2601.5","60.05123795048198","12500","45.21072855825392","3252.5","51.09106334841629","6187.5","38.73345588235294","2991.5"
"[steps]","12119","12119","7834","7834","11226","11226","17182","17182","8924","8924","5203","5203","25000","25000","6505","6505","12375","12375","5983","5983"

"[all run data]","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks","count comiloes","ticks"
,"100","0","100","0","100","0","100","0","100","0","100","0","100","0","100","0","100","0","100","0"
,"100","1","100","1","100","1","100","1","100","1","100","1","100","1","100","1","100","1","100","1"
,"100","2","100","2","100","2","100","2","100","2","100","2","100","2","100","2","100","2","100","2"
,"100","3","100","3","100","3","100","3","100","3","100","3","100","3","100","3","100","3","100","3"
,"100","4","100","4","100","4","100","4","100","4","100","4","100","4","100","4","100","4","100","4"
,"100","5","100","5","100","5","100","5","100","5","100","5","100","5","100","5","100","5","100","5"
,"100","6","100","6","100","6","100","6","100","6","100","6","100","6","100","6","100","6","100","6"
,"100","7","100","7","100","7","100","7","100","7","100","7","100","7","100","7","100","7","100","7"
,"100","8","100","8","100","8","100","8","100","8","100","8","100","8","100","8","100","8","100","8"
,"100","9","100","9","100","9","100","9","100","9","100","9","100","9","100","9","100","9","100","9"
,"100","10","100","10","100","10","100","10","100","10","100","10","100","10","100","10","100","10","100","10"
